iter	RMSE
337	79.02566984
338	78.903199
339	78.62259385
340	78.43005768
341	78.23741418
342	78.04969026
343	77.85149422
344	77.66388789
345	77.54628377
346	77.49148518
347	77.38922943
348	77.13321286
349	76.8418458
350	76.65288108
351	76.53912044
352	76.51800604
353	76.34977557
354	76.26690827
355	76.10117266
356	75.93177706
357	75.72966116
358	75.48841027
359	75.41082013
360	75.15409365
361	74.98100523
362	74.85135892
363	74.68605372
364	74.55342919
365	74.30553341
366	74.16249394
367	73.84692922
368	73.55638478
369	73.36558915
370	73.17367787
371	72.9515541
372	72.61871212
373	72.32446346
374	72.13899379
375	72.01610148
376	71.87777873
377	71.62039163
378	71.3793036
379	71.21497058
380	71.00128716
381	70.93070817
382	70.81518424
383	70.72426778
384	70.60597838
385	70.36636219
386	70.26663885
387	70.09864369
388	69.79000386
389	69.72592762
390	69.55355859
391	69.29986412
392	69.15840394
393	69.02008549
394	68.91615675
395	68.81527472
396	68.78787565
397	68.52590713
398	68.26403716
399	68.04471934
400	67.91679851
401	67.75295625
402	67.62169859
403	67.53399224
404	67.32307438
405	67.14541611
406	66.88392407
407	66.76076374
408	66.58260651
409	66.28621949
410	66.20429176
411	66.07050883
412	65.87666627
413	65.78499495
414	65.77271281
415	65.69444985
416	65.6114662
417	65.57712689
418	65.39745208
419	65.23519827
420	65.10839585
421	64.91998027
422	64.77552701
423	64.58739268
424	64.44976501
425	64.29894302
426	64.16271057
427	64.15466969
428	63.95740772
429	63.75938738
430	63.54010993
431	63.40627651
432	63.27827309
433	63.09459861
434	62.97701949
435	62.79691411
436	62.53894348
437	62.33263526
438	62.16199751
439	61.91478151
440	61.74663696
441	61.56077512
442	61.37859129
443	61.36951996
444	61.28830361
445	61.15383716
446	61.03795952
447	60.96674164
448	60.85000892
449	60.71292023
450	60.58304149
451	60.31161797
452	60.19410155
453	60.08784089
454	59.83154193
455	59.64119517
456	59.54460909
457	59.41754535
458	59.28323125
459	59.19206087
460	59.01154009
461	58.88672256
462	58.73359228
463	58.60778475
464	58.49401639
465	58.33080941
466	58.27712526
467	58.22069055
468	58.1058113
469	57.95468635
470	57.81756371
471	57.67191582
472	57.51416577
473	57.35756171
474	57.24654213
475	57.15331288
476	56.97196653
477	56.85980753
478	56.72686215
479	56.69821219
480	56.57350055
481	56.4649341
482	56.44060594
483	56.28989722
484	56.13742626
485	56.04301983
486	55.87237953
487	55.83489341
488	55.71968924
489	55.62230964
490	55.61873199
491	55.40749222
492	55.36851978
493	55.20238541
494	55.12777339
495	54.99278635
496	54.79177027
497	54.66126095
498	54.48380426
499	54.27395142
500	54.25850528
501	54.12656424
502	54.04291953
503	53.91397204
504	53.85798712
505	53.74219782
506	53.65533533
507	53.56952063
508	53.56219943
509	53.49143929
510	53.41265503
511	53.25916103
512	53.16205402
513	53.06174772
514	52.97602426
515	52.85044605
516	52.84431737
517	52.69134446
518	52.68782986
519	52.55148611
520	52.44666542
521	52.323047
522	52.24540819
523	52.18685437
524	52.07036045
525	51.99788986
526	51.99091059
527	51.92843641
528	51.92184842
529	51.80447801
530	51.72737123
531	51.52109533
532	51.51304435
533	51.39487435
534	51.2231209
535	51.10459672
536	51.00520313
537	50.90920262
538	50.81190208
539	50.68278472
540	50.64168604
541	50.55627901
542	50.39841348
543	50.32827458
544	50.3233259
545	50.28325603
546	50.22011946
547	50.17542336
548	50.13755188
549	50.07638424
550	50.0708953
551	49.97267028
552	49.9669099
553	49.76640759
554	49.70635347
555	49.66109684
556	49.519537
557	49.46993353
558	49.29720456
559	49.17166729
560	49.12803476
561	49.03053819
562	48.96002202
563	48.7555706
564	48.63529369
565	48.54206927
566	48.48009798
567	48.41974548
568	48.32081015
569	48.16141072
570	48.06934733
571	47.90558103
572	47.82971386
573	47.75182608
574	47.60557984
575	47.58535716
576	47.55240497
577	47.45403481
578	47.327815
579	47.24758441
580	47.20756232
581	47.09587098
582	46.98009542
583	46.84375655
584	46.77729634
585	46.74014357
586	46.73658614
587	46.68721328
588	46.5137644
589	46.45354659
590	46.38045574
591	46.26222415
592	46.16551026
593	46.10489744
594	46.05542547
595	45.95397267
596	45.87055188
597	45.79112293
598	45.72496392
599	45.59693023
600	45.54837021
601	45.46999222
602	45.35230651
603	45.18517885
604	45.152033
605	45.05801436
606	44.95795334
607	44.82454525
608	44.74039134
609	44.62074282
610	44.46579928
611	44.40601316
612	44.36991623
613	44.16965361
614	44.07389556
615	43.98384507
616	43.8662421
617	43.79765439
618	43.69705703
619	43.59592455
620	43.4575826
621	43.41408675
622	43.41115073
623	43.35287565
624	43.22029805
625	43.06823359
626	42.94430491
627	42.78810536
628	42.68030635
629	42.60465586
630	42.55239849
631	42.50689671
632	42.50272855
633	42.3505994
634	42.29245754
635	42.13285793
636	42.06935452
637	42.03614702
638	41.96046575
639	41.8927153
640	41.82882507
641	41.79131929
642	41.72041776
643	41.64606722
644	41.4780046
645	41.42218104
646	41.30294024
647	41.25737604
648	41.17259005
649	41.1524366
650	41.00208463
651	40.97583168
652	40.87263201
653	40.82878341
654	40.77680433
655	40.74454986
656	40.69447596
657	40.61084395
658	40.59503506
659	40.58493716
660	40.53608123
661	40.46710359
662	40.38988559
663	40.34677176
664	40.23639621
665	40.08061253
666	39.988585
667	39.92155846
668	39.79734365
669	39.7564568
670	39.71002463
671	39.64366459
672	39.59817671
673	39.5918817
674	39.56888209
675	39.51576346
676	39.4841773
677	39.42165905
678	39.39522247
679	39.3915734
680	39.2635644
681	39.20058469
682	39.1649682
683	39.15355141
684	39.12206325
685	39.06030401
686	39.02937378
687	38.98981584
688	38.97600895
689	38.89856158
690	38.75907628
691	38.66125223
692	38.61515039
693	38.54635845
694	38.54308894
695	38.53021883
696	38.49764978
697	38.47123535
698	38.3748041
699	38.25432283
700	38.2515889
701	38.14067825
702	37.98645483
703	37.87682842
704	37.7823703
705	37.74877605
706	37.70812253
707	37.70445671
708	37.65055157
709	37.63438422
710	37.55601414
711	37.50662626
712	37.50539432
713	37.43943808
714	37.434984
715	37.3870782
716	37.26059596
717	37.20615456
718	37.17122851
719	37.04112349
720	36.99308341
721	36.9252591
722	36.83206051
723	36.76044233
724	36.65098227
725	36.6172791
726	36.54774905
727	36.54408928
728	36.52871314
729	36.50278719
730	36.41957001
731	36.34101329
732	36.28579912
733	36.21509049
734	36.19355145
735	36.14089464
736	36.05437251
737	36.0373646
738	35.94554415
739	35.94283079
740	35.82487602
741	35.77544224
742	35.73587587
743	35.63659274
744	35.57349502
745	35.44805114
746	35.41066837
747	35.39022467
748	35.32587719
749	35.21983846
750	35.13253847
751	35.11835116
752	35.04629614
753	34.98482256
754	34.90327534
755	34.82689837
756	34.70076193
757	34.67262023
758	34.62740171
759	34.59974644
760	34.56005003
761	34.48839888
762	34.39480014
763	34.39158251
764	34.35003735
765	34.2314468
766	34.17901184
767	34.08203847
768	34.04787418
769	33.94846019
770	33.88915619
771	33.77124893
772	33.68127948
773	33.6227408
774	33.54287458
775	33.49970288
776	33.37459713
777	33.29274955
778	33.21211745
779	33.14900109
780	33.12773897
781	33.04988786
782	32.98142399
783	32.93729817
784	32.91626199
785	32.83575587
786	32.82983402
787	32.77879119
788	32.75090169
789	32.66826807
790	32.56589738
791	32.52398515
792	32.43031406
793	32.3620407
794	32.29655099
795	32.23704993
796	32.21547761
797	32.18033898
798	32.05302128
799	32.00080707
800	31.93425193
801	31.8689257
802	31.74753967
803	31.73575253
804	31.7157341
805	31.67310234
806	31.62741996
807	31.54868304
808	31.50133018
809	31.44910287
810	31.4234634
811	31.36496613
812	31.33850182
813	31.26467091
814	31.20402349
815	31.1229785
816	31.08870649
817	31.03952288
818	30.91683851
819	30.88958267
820	30.79530896
821	30.77321381
822	30.74097274
823	30.66353411
824	30.5257516
825	30.47158907
826	30.46027227
827	30.45771234
828	30.4367895
829	30.36755666
830	30.29115531
831	30.26909241
832	30.22205667
833	30.13679437
834	30.07689784
835	30.05750798
836	30.01346408
837	29.98662672
838	29.95388135
839	29.93217576
840	29.83807197
841	29.78434054
842	29.73443752
843	29.71234445
844	29.63534945
845	29.60362571
846	29.54106135
847	29.48291397
848	29.36704444
849	29.33480119
850	29.22766985
851	29.15188841
852	29.07645602
853	29.00742129
854	28.96714241
855	28.93704859
856	28.83766527
857	28.81416245
858	28.66609829
859	28.57631073
860	28.54737411
861	28.49181781
862	28.42130863
863	28.36984608
864	28.32895265
865	28.25681993
866	28.1867051
867	28.14563116
868	28.09939298
869	28.06830536
870	28.00388586
871	27.90823093
872	27.87795777
873	27.81808624
874	27.77117636
875	27.75530127
876	27.69651271
877	27.63953642
878	27.60874016
879	27.60177039
880	27.53325242
881	27.48582689
882	27.4198916
883	27.34406065
884	27.31892334
885	27.28559594
886	27.24239816
887	27.13772428
888	27.09340318
889	27.07308609
890	27.04939143
891	27.01382426
892	26.96815019
893	26.94965534
894	26.92823771
895	26.90578879
896	26.86808064
897	26.82049639
898	26.76309229
899	26.67825748
900	26.6005282
901	26.526142
902	26.45187007
903	26.41747051
904	26.3570733
905	26.26883503
906	26.22679997
907	26.21113421
908	26.18029178
909	26.12249865
910	26.09199776
911	25.97531086
912	25.93010866
913	25.90738383
914	25.88910217
915	25.83718109
916	25.79861574
917	25.73711331
918	25.70416324
919	25.66604789
920	25.62877187
921	25.6131881
922	25.5725435
923	25.52931647
924	25.49200663
925	25.43357446
926	25.40676886
927	25.37291543
928	25.32781552
929	25.2818813
930	25.24064381
931	25.18428422
932	25.13750735
933	25.09040445
934	25.08691332
935	25.03446152
936	24.9933244
937	24.9573783
938	24.88965989
939	24.87117025
940	24.82195793
941	24.76789067
942	24.74031724
943	24.72368519
944	24.71334177
945	24.68217502
946	24.63652999
947	24.62459057
948	24.57363905
949	24.52007536
950	24.47100616
951	24.42759756
952	24.36414767
953	24.33027882
954	24.29010011
955	24.28042381
956	24.2494555
957	24.21780452
958	24.21460258
959	24.13039019
960	24.10683386
961	24.03637124
962	24.03413547
963	24.00461466
964	23.92567952
965	23.881367
966	23.85855825
967	23.77226843
968	23.72587488
969	23.70491179
970	23.67712941
971	23.61291068
972	23.60386393
973	23.55213953
974	23.474034
975	23.44634839
976	23.40903927
977	23.37951349
978	23.35672843
979	23.30578084
980	23.2772527
981	23.25819702
982	23.18018151
983	23.11930169
984	23.10149893
985	23.0759606
986	23.02810155
987	23.00095799
988	22.92877058
989	22.87406705
990	22.83621389
991	22.7819161
992	22.7272869
993	22.68924277
994	22.63874018
995	22.59728435
996	22.57083466
997	22.54287323
998	22.51052467
999	22.4742081
1000	22.44314345
1001	22.37137999
1002	22.34890561
1003	22.32215177
1004	22.25364431
1005	22.23407898
1006	22.21548021
1007	22.18541256
1008	22.16245639
1009	22.12538156
1010	22.10522121
1011	22.0523289
1012	22.01149843
1013	21.94607554
1014	21.91243118
1015	21.8637084
1016	21.84027062
1017	21.82895132
1018	21.75744178
1019	21.68113075
1020	21.6522801
1021	21.60188333
1022	21.56378042
1023	21.55594478
1024	21.50109892
1025	21.48526319
1026	21.43330501
1027	21.39095637
1028	21.3518376
1029	21.31940463
1030	21.27849711
1031	21.23421964
1032	21.17273182
1033	21.14667254
1034	21.13176683
1035	21.09570006
1036	21.07841884
1037	21.07021457
1038	21.0419758
1039	21.00102014
1040	20.9328748
1041	20.91941599
1042	20.89657181
1043	20.88354886
1044	20.86958087
1045	20.86755412
1046	20.85432194
1047	20.82041919
1048	20.79522428
1049	20.74649229
1050	20.70543855
1051	20.6895258
1052	20.67239574
1053	20.65861548
1054	20.62319612
1055	20.584319
1056	20.57901395
1057	20.5615977
1058	20.5239648
1059	20.50277261
1060	20.45211702
1061	20.41857188
1062	20.38411698
1063	20.38298609
1064	20.38182697
1065	20.32938402
1066	20.27447167
1067	20.24011563
1068	20.15622922
1069	20.08294635
1070	20.0727547
1071	19.99419972
1072	19.98706001
1073	19.96629028
1074	19.94978141
1075	19.92322012
1076	19.8737643
1077	19.87174152
1078	19.82599001
1079	19.79304872
1080	19.77580504
1081	19.75510326
1082	19.71237623
1083	19.70062864
1084	19.66308467
1085	19.6622427
1086	19.65102318
1087	19.60362847
1088	19.57437991
1089	19.54878589
1090	19.48742433
1091	19.433869
1092	19.37344081
1093	19.31518839
1094	19.30446919
1095	19.27290505
1096	19.26779251
1097	19.22504154
1098	19.16573129
1099	19.14167663
1100	19.07972556
1101	19.05380254
1102	18.9970662
1103	18.97653844
1104	18.91678029
1105	18.89005894
1106	18.88867363
1107	18.86164142
1108	18.82351116
1109	18.78058929
1110	18.75006359
1111	18.72351957
1112	18.69754882
1113	18.67161088
1114	18.65712325
1115	18.62955632
1116	18.59362488
1117	18.56077773
1118	18.5075499
1119	18.48085536
1120	18.41155104
1121	18.38303436
1122	18.37870107
1123	18.35876899
1124	18.32603895
1125	18.30417157
1126	18.26493808
1127	18.25095171
1128	18.23715933
1129	18.21376899
1130	18.18690748
1131	18.14480984
1132	18.12732929
1133	18.09915246
1134	18.06619845
1135	18.04522172
1136	17.99005603
1137	17.98101487
1138	17.95526753
1139	17.91585556
1140	17.89398341
1141	17.83473492
1142	17.82775361
1143	17.80218584
1144	17.76537562
1145	17.75193524
1146	17.72957861
1147	17.69831199
1148	17.69046631
1149	17.66880508
1150	17.64512058
1151	17.61273747
1152	17.57987571
1153	17.5186963
1154	17.48775197
1155	17.43998345
1156	17.38178924
1157	17.36766825
1158	17.34518868
1159	17.32194816
1160	17.30883025
1161	17.26422212
1162	17.20520301
1163	17.19185967
1164	17.15314811
1165	17.09841176
1166	17.08888087
1167	17.06627884
1168	17.01889254
1169	16.99798301
1170	16.95119958
1171	16.90727876
1172	16.89644902
1173	16.85562672
1174	16.83927427
1175	16.81792459
1176	16.79934034
1177	16.78018659
1178	16.74314042
1179	16.7038076
1180	16.6894037
1181	16.6502293
1182	16.62556144
1183	16.61801883
1184	16.60643069
1185	16.60074274
1186	16.54972174
1187	16.49249384
1188	16.48328091
1189	16.44151855
1190	16.43389087
1191	16.34418234
1192	16.3006589
1193	16.29138717
1194	16.28178524
1195	16.27179059
1196	16.26337136
1197	16.23440848
1198	16.19080919
1199	16.16042058
1200	16.14346376
1201	16.11037894
1202	16.09657927
1203	16.08302421
1204	16.06957326
1205	16.04724068
1206	16.00682355
1207	15.98545855
1208	15.95997483
1209	15.92902264
1210	15.90585073
1211	15.8861345
1212	15.85679686
1213	15.84791624
1214	15.83748959
1215	15.81145591
1216	15.76867191
1217	15.71518197
1218	15.68555928
1219	15.65270249
1220	15.64029085
1221	15.63613991
1222	15.59113702
1223	15.57742353
1224	15.52194055
1225	15.49332391
1226	15.46648002
1227	15.44879649
1228	15.39301516
1229	15.37366299
1230	15.35297682
1231	15.34638893
1232	15.3383975
1233	15.31205922
1234	15.29496346
1235	15.27939366
1236	15.2647321
1237	15.22768924
1238	15.17840211
1239	15.16775437
1240	15.15661197
1241	15.13490439
1242	15.10982046
1243	15.06622877
1244	15.00965242
1245	14.9728752
1246	14.92878848
1247	14.90488033
1248	14.8897187
1249	14.87807534
1250	14.85419688
1251	14.83048965
1252	14.80359488
1253	14.767337
1254	14.75657534
1255	14.74448787
1256	14.71414819
1257	14.68843687
1258	14.67976822
1259	14.65686056
1260	14.65601144
1261	14.6422936
1262	14.61293579
1263	14.58956739
1264	14.58878327
1265	14.57105328
1266	14.54042692
1267	14.49954079
1268	14.49259058
1269	14.47572281
1270	14.43979306
1271	14.42678184
1272	14.39143357
1273	14.35659546
1274	14.33454409
1275	14.32026491
1276	14.30536549
1277	14.3046389
1278	14.26941098
1279	14.22038216
1280	14.20811203
1281	14.18876036
1282	14.15904522
1283	14.14465673
1284	14.14322264
1285	14.11319282
1286	14.07187053
1287	14.04220802
1288	14.01884854
1289	13.97772386
1290	13.97623908
1291	13.95958718
1292	13.95609583
1293	13.92300662
1294	13.90382766
1295	13.89286993
1296	13.86062602
1297	13.85577847
1298	13.84253193
1299	13.81487094
1300	13.76522002
1301	13.74590939
1302	13.72896608
1303	13.72581562
1304	13.70333639
1305	13.68763486
1306	13.68370231
1307	13.68274962
1308	13.67788177
1309	13.67705743
1310	13.67121896
1311	13.64570068
1312	13.62231396
1313	13.58927983
1314	13.56746261
1315	13.55037196
1316	13.51010868
1317	13.48783875
1318	13.46338224
1319	13.45765819
1320	13.44694982
1321	13.43461418
1322	13.41091456
1323	13.38069602
1324	13.36879107
1325	13.35303802
1326	13.31796196
1327	13.29236833
1328	13.27939199
1329	13.25478779
1330	13.24835594
1331	13.21666954
1332	13.18262894
1333	13.17803357
1334	13.14725406
1335	13.12487072
1336	13.1166593
1337	13.0862333
1338	13.06700741
1339	13.01607424
1340	12.98855956
1341	12.97971927
1342	12.95364777
1343	12.94796677
1344	12.92506194
1345	12.91380604
1346	12.88056875
1347	12.86449513
1348	12.84394855
1349	12.82208119
1350	12.79228867
1351	12.79012135
1352	12.76964904
1353	12.75978587
1354	12.73616408
1355	12.71109965
1356	12.69474835
1357	12.67405018
1358	12.66601273
1359	12.65632413
1360	12.63630239
1361	12.60246161
1362	12.58567281
1363	12.56470455
1364	12.54381879
1365	12.52376555
1366	12.49142078
1367	12.47206367
1368	12.43046473
1369	12.40088273
1370	12.36875503
1371	12.35490504
1372	12.34236184
1373	12.30667514
1374	12.29270623
1375	12.28661818
1376	12.2412968
1377	12.22011806
1378	12.1934228
1379	12.16729505
1380	12.13327404
1381	12.11139284
1382	12.09303395
1383	12.04670532
1384	12.02525826
1385	12.01786144
1386	11.98801051
1387	11.95592674
1388	11.92085314
1389	11.91232028
1390	11.8820127
1391	11.8432018
1392	11.82887744
1393	11.81735214
1394	11.81047094
1395	11.80867722
1396	11.80279974
1397	11.79340853
1398	11.78178196
1399	11.76075126
1400	11.75148956
1401	11.74679159
1402	11.73255538
1403	11.69893203
1404	11.69827556
1405	11.69767949
1406	11.65298899
1407	11.63539968
1408	11.61636349
1409	11.61491295
1410	11.58583046
1411	11.58456851
1412	11.57478006
1413	11.55766983
1414	11.52070946
1415	11.50537965
1416	11.48570892
1417	11.46522094
1418	11.46401102
1419	11.44452173
1420	11.43970425
1421	11.43926695
1422	11.43482728
1423	11.43455694
1424	11.41851054
1425	11.398159
1426	11.38234645
1427	11.35532253
1428	11.34950164
1429	11.32166601
1430	11.29967148
1431	11.29795622
1432	11.27989363
1433	11.27941479
1434	11.26646714
1435	11.23902891
1436	11.22524593
1437	11.21172834
1438	11.17559359
1439	11.1421509
1440	11.13282137
1441	11.10869696
1442	11.10746845
1443	11.09350815
1444	11.07055695
1445	11.04529377
1446	11.03527938
1447	11.0232608
1448	11.01723213
1449	10.99735753
1450	10.99474326
1451	10.97967815
1452	10.95570847
1453	10.95130755
1454	10.94062114
1455	10.92701615
1456	10.91421269
1457	10.90152499
1458	10.88000132
1459	10.86639192
1460	10.85664022
1461	10.84935016
1462	10.83779749
1463	10.82702123
1464	10.81994662
1465	10.81948143
1466	10.79269932
1467	10.79198144
1468	10.79089367
1469	10.77923272
1470	10.76966094
1471	10.75755714
1472	10.73960981
1473	10.716031
1474	10.71252961
1475	10.7040806
1476	10.69374666
1477	10.68822671
1478	10.67982474
1479	10.66324593
1480	10.64334275
1481	10.61996271
1482	10.60577232
1483	10.60069209
1484	10.57795529
1485	10.57533252
1486	10.55031018
1487	10.54451128
1488	10.53522406
1489	10.50585597
1490	10.49354701
1491	10.47527881
1492	10.4658091
1493	10.45857101
1494	10.4406126
1495	10.42355696
1496	10.41114959
1497	10.40496268
1498	10.37062718
1499	10.3597757
